user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
M1_25.162.filtered	d__Bacteria;p__Atribacterota;c__JS1;o__SB-45;f__34-128;g__34-128;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Atribacterota;c__JS1;o__SB-45;f__34-128;g__34-128;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_018819665.1, s__34-128 sp018819665, 95.0, 89.57, 0.898; GCA_014894735.1, s__34-128 sp014894735, 95.0, 89.47, 0.919; GCA_002849045.2, s__34-128 sp002849045, 95.0, 89.31, 0.872; GCA_003575245.1, s__34-128 sp003575245, 95.0, 88.14, 0.541; GCA_018903015.1, s__34-128 sp018903015, 95.0, 87.94, 0.816; GCA_001773955.1, s__34-128 sp001773955, 95.0, 87.62, 0.871; GCA_002084865.1, s__34-128 sp002084865, 95.0, 87.32, 0.878; GCA_003527405.1, s__34-128 sp003527405, 95.0, 87.31, 0.846; GCA_003451675.1, s__34-128 sp003451675, 95.0, 87.3, 0.76; GCA_000405345.1, s__34-128 sp000405345, 95.0, 86.93, 0.763; GCA_000405605.1, s__34-128 sp000405605, 95.0, 86.55, 0.781; GCA_018894595.1, s__34-128 sp018894595, 95.0, 85.75, 0.683; GCA_011056645.1, s__34-128 sp011056645, 95.0, 83.35, 0.834	35.54	11	0.92382	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 60.0% of markers with multiple hits
M1_25.163.filtered	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__WTAW01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013139435.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__WTAW01;s__WTAW01 sp013139435	86.46	0.832	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__WTAW01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016926925.1, s__WTAW01 sp016926925, 95.0, 76.38, 0.074	88.11	11	0.9592	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M1_25.164.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.9%)
M1_25.165.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.1%)
M1_25.166.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__CAIQIV01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903871905.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__CAIQIV01;s__CAIQIV01 sp903871905	75.35	0.016	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__CAIQIV01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	76.39	11	0.87365	Genome has more than 17.5% of markers with multiple hits
M1_25.167.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__E44-bin32;s__	N/A	N/A	N/A	N/A	N/A	GCA_004376895.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__E44-bin32;s__E44-bin32 sp004376895	87.66	0.547	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__E44-bin32;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_004376465.1, s__E44-bin32 sp004376465, 95.0, 89.62, 0.539	51.47	11	0.98262	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M1_25.168.filtered	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SZUA-161;f__SZUA-161;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SZUA-161;f__SZUA-161;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	35.05	11	0.84653	N/A
M1_25.17.filtered	d__Bacteria;p__Actinobacteriota;c__Humimicrobiia;o__Humimicrobiales;f__Humimicrobiaceae;g__M55B120;s__	N/A	N/A	N/A	N/A	N/A	GCA_018400395.1	95.0	d__Bacteria;p__Actinobacteriota;c__Humimicrobiia;o__Humimicrobiales;f__Humimicrobiaceae;g__M55B120;s__M55B120 sp018400395	75.98	0.069	d__Bacteria;p__Actinobacteriota;c__Humimicrobiia;o__Humimicrobiales;f__Humimicrobiaceae;g__M55B120;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016932375.1, s__M55B120 sp016932375, 95.0, 76.55, 0.059	27.08	11	0.89729	N/A
M1_25.170.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	20.23	11	0.75095	Genome has more than 70.0% of markers with multiple hits
M1_25.171.filtered	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__RBG-13-53-26;f__RBG-13-53-26;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__RBG-13-53-26;f__RBG-13-53-26;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	11.04	11	0.76247	Genome domain questionable ( 14.2% Bacterial, 5.7% Archaeal)
M1_25.174.filtered	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__RBG-16-60-22;g__GCA-2688435;s__	N/A	N/A	N/A	N/A	N/A	GCA_002688435.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__RBG-16-60-22;g__GCA-2688435;s__GCA-2688435 sp002688435	76.66	0.159	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__RBG-16-60-22;g__GCA-2688435;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	38.52	11	0.856	N/A
M1_25.175.filtered	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003551645.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__PUND01;s__PUND01 sp003551645	76.78	0.267	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	20.63	11	0.81571	Genome has more than 54.2% of markers with multiple hits
M1_25.177.filtered	d__Bacteria;p__Gemmatimonadota;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__;c__;o__;f__;g__;s__	N/A	classification based on placement in backbone tree	N/A	65.29	11	0.31309	N/A
M1_25.178.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.6%)
M1_25.179.filtered	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__B25-G16;g__B25-G16;s__	N/A	N/A	N/A	N/A	N/A	GCA_003646935.1	95.0	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__B25-G16;g__B25-G16;s__B25-G16 sp003646935	85.58	0.428	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__B25-G16;g__B25-G16;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	43.86	11	0.95615	N/A
M1_25.18.filtered	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__RBG-13-51-36;s__	N/A	N/A	N/A	N/A	N/A	GCA_001796515.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__RBG-13-51-36;s__RBG-13-51-36 sp001796515	81.11	0.477	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__RBG-13-51-36;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_903884455.1, s__RBG-13-51-36 sp903884455, 95.0, 84.24, 0.467	26.65	11	0.95154	N/A
M1_25.180.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.5%)
M1_25.182.filtered	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
M1_25.183.filtered	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
M1_25.184.filtered	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__E44-bin15;f__E44-bin15;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__E44-bin15;f__E44-bin15;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	47.62	11	0.77164	N/A
M1_25.185.filtered	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5760;g__UBA5760;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5760;g__UBA5760;s__	ANI	classification based on placement in class-level tree	GCA_011176655.1, s__UBA5760 sp011176655, 95.0, 84.86, 0.315; GCA_016931015.1, s__UBA5760 sp016931015, 95.0, 79.51, 0.254; GCA_015222205.1, s__UBA5760 sp015222205, 95.0, 78.13, 0.232; GCA_002418895.1, s__UBA5760 sp002418895, 95.0, 77.99, 0.084; GCA_018399795.1, s__UBA5760 sp018399795, 95.0, 75.73, 0.033	39.59	11	0.9361	N/A
M1_25.186.filtered	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__Desulfatiglandaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002050025.1	95.0	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__Desulfatiglandaceae;g__4484-190-2;s__4484-190-2 sp002050025	84.67	0.472	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__Desulfatiglandaceae;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	35.76	11	0.82244	Genome has more than 58.3% of markers with multiple hits
M1_25.187.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__Kmv39;s__	N/A	N/A	N/A	N/A	N/A	GCA_014859065.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__Kmv39;s__Kmv39 sp014859065	76.81	0.019	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__Kmv39;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	39.81	11	0.87259	N/A
M1_25.188.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.6%)
M1_25.189.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
M1_25.19.filtered	d__Bacteria;p__VGIX01;c__VGIX01;o__VGIX01;f__VGIX01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__VGIX01;c__VGIX01;o__VGIX01;f__VGIX01;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	12.25	11	0.75411	N/A
M1_25.190.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.6%)
M1_25.192.filtered	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5627;g__W693;s__	N/A	N/A	N/A	N/A	N/A	GCA_011170385.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5627;g__W693;s__W693 sp011170385	79.18	0.364	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5627;g__W693;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	26.57	11	0.88174	N/A
M1_25.193.filtered	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__C00003060;f__C00003060;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__C00003060;f__C00003060;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	53.97	11	0.82512	Genome has more than 20.8% of markers with multiple hits
M1_25.194.filtered	d__Bacteria;p__Armatimonadota;c__CAIYQO01;o__WVXJ01;f__DTIZ01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011370625.1	95.0	d__Bacteria;p__Armatimonadota;c__CAIYQO01;o__WVXJ01;f__DTIZ01;g__DTIZ01;s__DTIZ01 sp011370625	77.03	0.214	d__Bacteria;p__Armatimonadota;c__CAIYQO01;o__WVXJ01;f__DTIZ01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	58.34	11	0.81608	N/A
M1_25.195.filtered	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__E44-bin15;f__E44-bin15;g__JAAXQM01;s__	N/A	N/A	N/A	N/A	N/A	GCA_012974295.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__E44-bin15;f__E44-bin15;g__JAAXQM01;s__JAAXQM01 sp012974295	90.86	0.571	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__E44-bin15;f__E44-bin15;g__JAAXQM01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	10.5	11	0.95806	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome domain questionable ( 12.5% Bacterial, 3.8% Archaeal)
M1_25.196.filtered	d__Bacteria;p__Hydrogenedentota;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Hydrogenedentota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in backbone tree	N/A	50.3	11	0.3631	Genome has more than 23.3% of markers with multiple hits
M1_25.197.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.3%)
M1_25.199.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__NAK82;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__NAK82;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	84.67	11	0.75792	Genome has more than 10.0% of markers with multiple hits
M1_25.2.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.1%)
M1_25.20.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__Thiogranum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__Thiogranum;s__	ANI	classification based on placement in class-level tree	GCA_011374975.1, s__Thiogranum sp011374975, 95.0, 77.89, 0.279; GCF_004339085.1, s__Thiogranum longum, 95.0, 77.55, 0.195; GCA_011371465.1, s__Thiogranum sp011371465, 95.0, 77.52, 0.301; GCA_015494295.1, s__Thiogranum sp015494295, 95.0, 77.4, 0.221; GCA_011321775.1, s__Thiogranum sp011321775, 95.0, 77.14, 0.228	85.78	11	0.91439	N/A
M1_25.200.filtered	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__RBG-16-60-22;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__RBG-16-60-22;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	30.3	11	0.78349	Genome has more than 20.0% of markers with multiple hits
M1_25.201.filtered	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	53.59	11	0.7618	N/A
M1_25.203.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.4%)
M1_25.204.filtered	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	39.75	11	0.8012	N/A
M1_25.205.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.4%)
M1_25.206.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.5%)
M1_25.207.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.2%)
M1_25.209.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.4%)
M1_25.21.filtered	d__Bacteria;p__JABMQX01;c__JABMQX01;o__JABMQX01;f__JAFGEW01;g__JAFGEW01;s__	N/A	N/A	N/A	N/A	N/A	GCA_016931415.1	95.0	d__Bacteria;p__JABMQX01;c__JABMQX01;o__JABMQX01;f__JAFGEW01;g__JAFGEW01;s__JAFGEW01 sp016931415	79.69	0.532	d__Bacteria;p__JABMQX01;c__JABMQX01;o__JABMQX01;f__JAFGEW01;g__JAFGEW01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	12.47	11	0.8827	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M1_25.210.filtered	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__HGW-15;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016930795.1	95.0	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__HGW-15;g__JAFGFY01;s__JAFGFY01 sp016930795	81.03	0.117	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__HGW-15;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	47.4	11	0.76958	Genome has more than 27.5% of markers with multiple hits
M1_25.211.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.5%)
M1_25.212.filtered	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	30.14	11	0.77907	Genome has more than 15.0% of markers with multiple hits
M1_25.213.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAFGEY01;f__JAFGEY01;g__BS750m-G44;s__	N/A	N/A	N/A	N/A	N/A	GCA_016783145.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAFGEY01;f__JAFGEY01;g__BS750m-G44;s__BS750m-G44 sp016783145	77.51	0.157	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAFGEY01;f__JAFGEY01;g__BS750m-G44;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	39.36	11	0.86459	Genome has more than 20.0% of markers with multiple hits
M1_25.214.filtered	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__S5133MH16;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__S5133MH16;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	14.42	11	0.92443	N/A
M1_25.215.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.6%)
M1_25.216.filtered	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__S5133MH16;s__	N/A	N/A	N/A	N/A	N/A	GCA_004193595.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__S5133MH16;s__S5133MH16 sp004193595	90.61	0.579	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__S5133MH16;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_001751005.1, s__S5133MH16 sp001751005, 95.0, 89.89, 0.669	64.12	11	0.96074	Genome has more than 25.0% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M1_25.217.filtered	d__Bacteria;p__Spirochaetota;c__B62-G9;o__B62-G9;f__B62-G9;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016934265.1	95.0	d__Bacteria;p__Spirochaetota;c__B62-G9;o__B62-G9;f__B62-G9;g__JAFGTF01;s__JAFGTF01 sp016934265	77.63	0.042	d__Bacteria;p__Spirochaetota;c__B62-G9;o__B62-G9;f__B62-G9;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	90.43	11	0.78028	N/A
M1_25.218.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.2%)
M1_25.219.filtered	d__Bacteria;p__Poribacteria;c__DTPJ01;o__DTPJ01;f__WJIO01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_014730235.1	95.0	d__Bacteria;p__Poribacteria;c__DTPJ01;o__DTPJ01;f__WJIO01;g__WJIO01;s__WJIO01 sp014730235	76.05	0.04	d__Bacteria;p__Poribacteria;c__DTPJ01;o__DTPJ01;f__WJIO01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	67.59	11	0.72577	Genome has more than 25.8% of markers with multiple hits
M1_25.22.filtered	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Fen-1064;g__DUES01;s__	N/A	N/A	N/A	N/A	N/A	GCA_016783135.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Fen-1064;g__DUES01;s__DUES01 sp016783135	91.29	0.725	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Fen-1064;g__DUES01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_011192055.1, s__DUES01 sp011192055, 95.0, 78.23, 0.275	16.9	11	0.97929	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M1_25.220.filtered	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	30.04	11	0.781	N/A
M1_25.221.filtered	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__WVYX01;s__	N/A	N/A	N/A	N/A	N/A	GCA_011772755.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__WVYX01;s__WVYX01 sp011772755	76.73	0.065	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__WVYX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	64.04	11	0.84819	Genome has more than 15.0% of markers with multiple hits
